Operating Unit	Country Name	Planning Cycle	Implementation Year	Mechanism ID	Mechanism Name	Funding Agency	Partner Name	Award Number	Start Date	End Date	Procurement Type	Record Type	GAP	GHP-State	GHP-USAID	Total New Funding Sources	Applied Pipeline Amount	Total Planned Funding	CIRC	HBHC	HKID	HLAB	HMBL	HMIN	HTXD	HTXS	HVAB	HVCT	HVMS	HVOP	HVSI	IDUP	MTCT	OHSS	PDCS	PDTX	HVTB	Gender: Preventing and Responding to Gender-based Violence (GBV)	Water	Prevention among Adolescent Girls & Young Women	Condoms: Commodities	"Condoms: Policy, Tools, and Service Delivery"	Construction	Economic Strengthening	Education	Food and Nutrition: Commodities	"Food and Nutrition: Policy, Tools, and Service Delivery"	Gender: Gender Equality	Human Resources for Health	Key Populations: MSM and TG	Key Populations: SW	Motor Vehicles: Leased	Motor Vehicles: Purchased	Renovation
Botswana	Botswana	2018 COP	FY 2019	70015	Breakthrough ACTION	USAID	Johns Hopkins University Center for Communication Programs		7/21/2017 4:00	7/20/2022 4:00	Contract	Implementing Mechanism	0	1078000	0	1078000	0	1078000	0	1078000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	17323	Challenge TB	USAID	Koninklijke Nederlandse Centrale Vereniging tot Bestrijding der Tuberculose (KNCV)				Contract	Implementing Mechanism	0	1070000	0	1070000	0	1070000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	18252	Quality HIV/AIDS Services through Government of Botswana	HHS/CDC	MINISTRY OF FINANCE AND DEVELOPMENT PLANNING				Contract	Implementing Mechanism		2162504		2162504	670341	2832845	447100	0	0	0	0	0	0	1355404	0	0	0	200000	0	0	110000	0	0	50000	0			200000													60000	
Botswana	Botswana	2018 COP	FY 2019	18458	BCPP	HHS/CDC	MINISTRY OF FINANCE AND DEVELOPMENT PLANNING				Contract	Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	17005	Peace Corps HIV/AIDS Activities	PC	Peace Corps				Grant	Implementing Mechanism		289211		289211	0	289211	0	0	76270	0	0	0	0	0	0	0	0	212941	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	17861	Botswana Comprehensive Care and Support for Orphans and Vulnerable Children Project (former OVC TBD)	USAID	Project Concern International 				Contract	Implementing Mechanism	0	5262420	0	5262420	0	5262420	0	0	2985170	0	0	0	0	0	1429625	0	0	647625	0	0	0	0	200000	0	0	727250	50000	2277250	0	0	0	0	0	0	0	500000	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	70017	GHSC-RTK	USAID	Remote Medical International				Contract	Implementing Mechanism	0	76505	0	76505	0	76505	0	0	0	0	0	0	0	0	0	76505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	70013	African Collaborative for Health Financing Solutions (ACS)	USAID	"Results For Development Institute, Inc."				Cooperative Agreement	Implementing Mechanism	0	650000	0	650000	0	650000	0	650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	DOD	TBD					Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	USAID	TBD					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	17847	Capacity Building through Training and Mentoring for TB/HIV	HHS/CDC	"Trustees of the University of Pennsylvania, The"				Contract	Implementing Mechanism		1500000		1500000	0	1500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000																	
Botswana	Botswana	2018 COP	FY 2019	14707	Ambassador's PEPFAR Small Grants Program	State/AF	U.S. Department of State				Grant	Implementing Mechanism		75000		75000	0	75000	0	0	37500	0	0	0	0	0	0	0	0	37500	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	14790	Public Affairs/Public Diplomacy (PA/PD) Outreach	State/AF	U.S. Department of State				Contract	Implementing Mechanism		93661		93661	16399	110060	0	0	0	0	0	0	0	0	0	0	0	93661	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	17274	Capacity Building and Training	HHS/CDC	UNIVERSITY OF MARYLAND				Contract	Implementing Mechanism		8666897		8666897	0	8666897	0	0	0	0	0	0	650000	5988897	0	0	0	500000	0	0	450000	0	54000	724000	300000			400000													80000	
Botswana	Botswana	2018 COP	FY 2019	18253	Community HIV Testing and Counseling and KP Support	HHS/CDC	UNIVERSITY OF MARYLAND				Contract	Implementing Mechanism		3507926		3507926	0	3507926	0	1481348	0	0	0	0	0	848612	0	917966	0	0	0	0	0	0	0	0	260000																190000	
Botswana	Botswana	2018 COP	FY 2019	17322	MEASURE Evaluation Phase IV	USAID	"University of North Carolina at Chapel Hill, Carolina Population Center"		7/1/2014 4:00	6/28/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	150000	0	150000	179978	329978	0	0	150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	80098	Data for Impact (D4I)	USAID	"University of North Carolina at Chapel Hill, Carolina Population Center"		9/21/2018 4:00	9/21/2023 4:00	Grant	Implementing Mechanism	0	0	0	0	165000	165000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	18163	Technical assistance to strengthen government health systems	HHS/HRSA	University of Washington				Contract	Implementing Mechanism		6219204		6219204	0	6219204	0	613442	0	0	0	0	0	1126311	0	4479451	0	0	0	0	0	0	0	0	0			337229													100000	
Botswana	Botswana	2018 COP	FY 2019	70003	WHO- Strengthening Public Health Capacity	HHS/CDC	World Health Organization		9/30/2018 4:00	9/29/2023 4:00	Cooperative Agreement	Implementing Mechanism		135000		135000	0	135000	0	40500	0	0	0	0	0	40500	0	0	0	0	0	0	0	0	13500	13500	27000																	
Botswana	Botswana	2018 COP	FY 2019	101018	Management and Operations	State						Management and Operations		57662		57662	183601	241263	0	18740	5766	0	0	0	0	0	0	0	33156	0	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	102018	Management and Operations	USAID						Management and Operations	0	4124246	0	4124246	0	4124246	0	1674797	68615	0	0	0	219974	20270	0	83317	1770017	39208	163732	0	14703	30406	24504	0	14703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botswana	Botswana	2018 COP	FY 2019	104018	Management and Operations	DOD						Management and Operations		182000		182000	0	182000	80667	0	0	0	0	0	0	0	0	0	74444	26889	0	0	0	0	0	0	0																	
Botswana	Botswana	2018 COP	FY 2019	106018	Management and Operations	PC						Management and Operations		3168916		3168916	0	3168916	0	423603	156890	0	0	0	0	533426	0	0	1631394	0	0	0	0	0	423603	0	0																	
Botswana	Botswana	2018 COP	FY 2019	109018	Management and Operations	HHS/CDC						Management and Operations	2196250	5359641		7555891	0	7555891	114385	101126	0	26518	0	0	0	1727024	0	363046	4510149	0	108163	0	36053	0	71700	97811	399916																	
Burundi	Burundi	2018 COP	FY 2019	18419	SIMS 3rd party contractor	USAID	CENTRE D'ETUDES ET DE RECHERCH E EN POPULATION ET DEVELOPPEME				Contract	Implementing Mechanism	0	110929	0	110929	0	110929	0	0	0	0	0	0	0	110929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	18407	GHSC-PSM	USAID	"Chemonics International, Inc."		1/11/2016 5:00	11/28/2020 5:00	Contract	Implementing Mechanism	0	2244612	0	2244612	0	2244612	0	78497	0	732945	0	0	715195	439833	0	0	0	0	0	0	0	265682	12460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	17520	BRAVI	USAID	"EngenderHealth, Inc."				Contract	Implementing Mechanism	0	800000	0	800000	0	800000	0	18481	0	0	0	0	0	110760	0	110759	0	420000	0	0	0	140000	0	0	0	800000	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	16664	PMTCT  Acceleration Project	USAID	FHI Development 360 LLC				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	17552	Strengthening services for key populations/LINKAGES	USAID	FHI Development 360 LLC		6/11/2014 4:00	12/30/2021 5:00	Cooperative Agreement	Implementing Mechanism	0	0	1500000	1500000	0	1500000	0	149672	0	0	0	0	0	171304	0	185723	0	849265	0	0	0	144036	0	0	0	16058	0	0	5316	0	0	0	0	0	0	0	322855	398792	1089760	0	0	0
Burundi	Burundi	2018 COP	FY 2019	16663	Integrated Health Project	USAID	Family Health International				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	18408	Youth Power	USAID	Family Health International				Contract	Implementing Mechanism	0	1220000	0	1220000	0	1220000	0	0	1220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	289181	125766	0	0	0	75000	0	0	0	36565	0
Burundi	Burundi	2018 COP	FY 2019	18579	Reaching an AIDS Free Generation (RAFG)	USAID	Family Health International				Contract	Implementing Mechanism	0	3415632	2000000	5415632	0	5415632	0	63151	0	1099598	0	0	0	1554698	0	836964	0	121818	0	0	553963	482703	126302	386982	189453	101367	0	0	0	0	0	0	0	0	0	0	1536388	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	81567	ASAP		"IntraHealth International, Inc"		4/1/2019 4:00	3/31/2022 4:00	Cooperative Agreement	Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Burundi	Burundi	2018 COP	FY 2019	17553	Metabiota Burundi	DOD	Metabiota				Contract	Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Burundi	Burundi	2018 COP	FY 2019	70018	[Placeholder - 70018 Burundi DOD]	DOD	Population Services International		9/23/2018 7:00	9/22/2021 7:00	Grant	Implementing Mechanism		1400000		1400000	0	1400000	0	0	0	180000	0	0	0	280500	0	170500	0	270000	150000	0	180000	70000	44000	38500	16500					10000							495000					
Burundi	Burundi	2018 COP	FY 2019	70020	GHSC-RTK	USAID	Remote Medical International				Contract	Implementing Mechanism	0	560717	0	560717	0	560717	0	0	0	0	0	0	0	0	0	560717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	17521	MEASURE Evaluation Phase IV	USAID	"University of North Carolina at Chapel Hill, Carolina Population Center"		7/1/2014 4:00	6/28/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	600000	0	600000	0	600000	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70021	[Placeholder - 70021 Burundi USAID]	USAID	[Placeholder]					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70022	[Placeholder - 70022 Burundi USAID]	USAID	[Placeholder]					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70023	[Placeholder - 70023 Burundi USAID]	USAID	[Placeholder]					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70024	[Placeholder - 70024 Burundi USAID]	USAID	[Placeholder]					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70025	[Placeholder - 70025 Burundi USAID]	USAID	[Placeholder]					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	70501	[Placeholder - 70501 Burundi State/SGAC]	State/SGAC	[Placeholder]					Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Burundi	Burundi	2018 COP	FY 2019	102023	Management and Operations	USAID						Management and Operations	0	867873	0	867873	160237	1028110	0	0	0	0	0	0	0	0	0	0	867873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burundi	Burundi	2018 COP	FY 2019	104023	Management and Operations	DOD						Management and Operations		120000		120000	0	120000	0	0	0	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	17361	CBCHB - PMTCT-ART Center-Littoral 2015	HHS/CDC	Cameroon Baptist Convention Health Board				Contract	Implementing Mechanism		10441447		10441447	0	10441447	0	1006029	0	0	0	0	0	7042193	0	1006023	0	0	0	0	381174	0	301808	704220	0		40903										504453					
Cameroon	Cameroon	2018 COP	FY 2019	18228	ART services in 8 regions	HHS/CDC	Cameroon Baptist Convention Health Board				Contract	Implementing Mechanism		2116987		2116987	0	2116987	0	288554	0	0	0	0	0	1170630	0	174483	0	0	0	0	251802	0	76955	154563	0																	
Cameroon	Cameroon	2018 COP	FY 2019	18667	Yaounde Cluster Clinical Services - Centre	HHS/CDC	Cameroon Baptist Convention Health Board				Cooperative Agreement	Implementing Mechanism		5415212		5415212	0	5415212	0	520278	0	0	0	0	0	3641943	0	520274	0	0	0	0	212438	0	156083	364196	0		40517										400426				210000	
Cameroon	Cameroon	2018 COP	FY 2019	16744	Key Interventions for Developing Systems and Services for Orphans and Vulnerable Children populations in Cameroon (KIDSS)	USAID	Catholic Relief Services				Contract	Implementing Mechanism	0	1634715	534513	2169228	0	2169228	0	0	1774597	0	0	0	0	0	0	0	0	0	0	0	0	0	394631	0	0	61099	23627	159670	0	0	0	12556	86015	23627	141265	0	788325	0	0	0	60000	0
Cameroon	Cameroon	2018 COP	FY 2019	18195	GHSC-PSM	USAID	"Chemonics International, Inc."		1/11/2016 5:00	11/28/2020 5:00	Contract	Implementing Mechanism	0	1415655	0	1415655	864941	2280596	0	0	0	0	0	0	50176	686765	0	0	0	0	0	0	0	678714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260000	0	0	20000	0	0
Cameroon	Cameroon	2018 COP	FY 2019	80016	GHSC-TA Central Task Order	USAID	"Chemonics International, Inc."				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cameroon	Cameroon	2018 COP	FY 2019	16743	"Continuum of Prevention, Care, and Treatment for HIV/AID with MARPs in Cameroon (CHAMP)"	USAID	"Cooperative For Assistance And Relief Everywhere, Inc."				Contract	Implementing Mechanism	0	3380155	665365	4045520	0	4045520	0	1413994	0	0	0	0	0	0	0	1108964	0	1247115	25746	0	0	249701	0	0	0	197085	14746	112827	0	63177	0	0	0	0	15154	0	646642	698984	2218378	0	60000	0
Cameroon	Cameroon	2018 COP	FY 2019	70031	Littoral Cluster Clinical Services	HHS/CDC	Elizabeth Glaser Pediatric AIDS Foundation				Cooperative Agreement	Implementing Mechanism		5026236		5026236	0	5026236	0	485751	0	0	0	0	0	3400251	0	485746	0	0	0	0	168738	0	145725	340025	0																194000	
Cameroon	Cameroon	2018 COP	FY 2019	18049	LINKAGES	USAID	FHI Development 360 LLC					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cameroon	Cameroon	2018 COP	FY 2019	18230	Strengthening Public Health Laboratory Systems in Cameroon	HHS/CDC	Global Health Systems Solutions				Contract	Implementing Mechanism		1162853		1162853	0	1162853	0	0	0	1162853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	17365	Strengthening Lab & MTCT Services in the military	DOD	Metabiota		12/13/2018 8:00	9/30/2021 7:00	Grant	Implementing Mechanism		1314969		1314969	0	1314969	0	409641	0	43079	0	0	86571	424641	0	138086	0	151116	0	0	27207	0	17314	17314	0	50000	25000	106926		47223					10000		146462					
Cameroon	Cameroon	2018 COP	FY 2019	18229	Strengthening the Capacity of the National AIDS Control Committee	HHS/CDC	NATIONAL AIDS CONTROL COMMITTEE				Contract	Implementing Mechanism		1199851		1199851	0	1199851	0	0	0	68560	0	0	0	514251	0	0	0	0	617040	0	0	0	0	0	0												783461					
Cameroon	Cameroon	2018 COP	FY 2019	70028	National TB Program	HHS/CDC	National Tuberculosis Control Program		4/1/2019 4:00	9/29/2024 4:00	Cooperative Agreement	Implementing Mechanism		453871		453871	0	453871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453871		10097															
Cameroon	Cameroon	2018 COP	FY 2019	12937	Capacity Strengthening for Peace Corps Volunteers and Counterparts	PC	Peace Corps				Grant	Implementing Mechanism		6623		6623	315585	322208	0	0	6623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			6623														
Cameroon	Cameroon	2018 COP	FY 2019	80015	GHSC-RTK	USAID	Remote Medical International				Contract	Implementing Mechanism	0	128000	0	128000	0	128000	0	0	0	0	0	0	0	0	0	128000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cameroon	Cameroon	2018 COP	FY 2019	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	HHS/CDC	TBD					Implementing Mechanism		117953		117953	0	117953	0	0	0	0	0	0	0	71476	0	0	0	0	0	0	0	0	0	46477	0												92953					
Cameroon	Cameroon	2018 COP	FY 2019	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	USAID	TBD					Implementing Mechanism	0	200000	0	200000	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0
Cameroon	Cameroon	2018 COP	FY 2019	80023	UCSF - HMIS	HHS/CDC	University of California at San Francisco					Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	14127	WHO Cameroon	HHS/CDC	World Health Organization		9/30/2013 4:00	9/29/2019 4:00	Cooperative Agreement	Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	101025	Management and Operations	State						Management and Operations		565653		565653	84347	650000	0	0	0	0	0	0	0	0	0	0	564004	0	1649	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	102025	Management and Operations	USAID						Management and Operations	0	728413	300122	1028535	450000	1478535	0	30571	24355	0	0	0	23576	15937	0	24067	719287	52340	46111	0	0	66920	10776	14595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cameroon	Cameroon	2018 COP	FY 2019	104025	Management and Operations	DOD						Management and Operations		237000		237000	0	237000	0	9000	0	4500	0	0	0	28800	0	4500	88500	9000	44100	0	9900	4500	7200	4500	22500																	
Cameroon	Cameroon	2018 COP	FY 2019	106025	Management and Operations	PC						Management and Operations		0		0	632082	632082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Cameroon	Cameroon	2018 COP	FY 2019	109025	Management and Operations	HHS/CDC						Management and Operations	575119	4245518		4820637	0	4820637	0	0	0	207139	0	0	0	621417	0	23015	3307372	0	408524	0	0	80554	0	138093	34523																	
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18596	ACONDA New 2018	HHS/CDC	ACONDA-VS-CI				Contract	Implementing Mechanism		8984275		8984275	0	8984275	0	687190	0	0	0	0	0	6293055	0	419926	0	0	0	0	295616	0	451783	515433	321272	59123	32625															
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	14073	Sustainable Condoms Solutions Project	USAID	AIMAS				Contract	Implementing Mechanism	0	562320	0	562320	0	562320	0	0	0	0	0	0	0	0	0	162141	0	150259	0	0	0	249920	0	0	0	0	0	0	0	254914	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	16685	HFG (Health Finance and Governance)	USAID	Abt Associates				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17942	PRIVATE SECTOR HEALTH PROJECT	USAID	Abt Associates				Contract	Implementing Mechanism	0	1820290	0	1820290	0	1820290	0	392201	0	0	0	0	0	449272	0	450075	0	0	0	0	79668	124875	149953	92296	81950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17610	Telemedicine in Côte d'Ivoire	USAID	Aga Khan Foundation					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	9419	CDC Lab Coalition	HHS/CDC	American Society For Microbiology				Contract	Implementing Mechanism		2073624		2073624	0	2073624	0	0	0	276864	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	1596760																	
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18378	GHSC-PSM	USAID	"Chemonics International, Inc."		1/11/2016 5:00	11/28/2020 5:00	Contract	Implementing Mechanism	0	0	0	0	19739367	19739367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18382	GHSCTA - Global Health Supply Chain Technical Assistance	USAID	"Chemonics International, Inc."		3/23/2017 4:00	3/21/2022 4:00	Contract	Implementing Mechanism	0	0	0	0	4200000	4200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18289	Columbia University - ICAP - Follow-on	HHS/CDC	Columbia University				Contract	Implementing Mechanism		6796641		6796641	0	6796641	0	159694	0	0	0	0	0	4075187	0	1152354	0	0	0	0	453752	0	277246	343734	334674	382177	32625									32625						
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18288	EGPAF Djasso	HHS/CDC	Elizabeth Glaser Pediatric AIDS Foundation				Contract	Implementing Mechanism		6736796		6736796	0	6736796	0	91009	0	0	0	0	0	4358814	0	778043	0	0	0	0	357236	0	372307	421511	357876	381708	32625									32625						
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18293	STRONG 4 - EGPAF KeneyaDougou	HHS/CDC	Elizabeth Glaser Pediatric AIDS Foundation		4/1/2017 4:00	9/29/2022 4:00	Cooperative Agreement	Implementing Mechanism		4387470		4387470	0	4387470	0	0	2931541	0	0	0	0	0	383060	427773	0	645096	0	0	0	0	0	0	0			1784446														
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17763	LINKAGES	USAID	FHI Development 360 LLC		6/11/2014 4:00	12/30/2021 5:00	Cooperative Agreement	Implementing Mechanism	0	1941119	0	1941119	0	1941119	0	456487	0	0	0	0	0	537480	0	771689	0	148003	0	0	0	0	27460	0	0	90000	0	0	0	0	0	0	0	0	0	0	0	127000	144000	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	81613	TMEC - EpiC		FHI Development 360 LLC		4/15/2019 4:00	4/14/2024 4:00	Cooperative Agreement	Implementing Mechanism					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	14122	FANTA3 (Food and Nutrition Technical Assistance)	USAID	Family Health International				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17014	FHI360_ Surveillance and Program Evaluation	HHS/CDC	Family Health International				Contract	Implementing Mechanism		764000		764000	0	764000	0	0	0	0	0	0	0	267088	0	216912	0	0	280000	0	0	0	0	0	0																	
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17872	GHSC-QA	USAID	Family Health International		1/2/2015 5:00	1/1/2020 5:00	Contract	Implementing Mechanism	0	0	0	0	185000	185000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	81613	TMEC - EpiC	USAID	Family Health International	7200AA19CA00002	4/15/2019 4:00	4/14/2024 4:00	Cooperative Agreement	Implementing Mechanism	0	30000	0	30000	0	30000	0	0	0	0	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	18597	Fondation ARIEL  New 2018	HHS/CDC	Fondation Ariel Glaser Pour la Lutte Contre le Sida Pediatrique en Cote D'Ivoire				Contract	Implementing Mechanism		8014005		8014005	0	8014005	0	298000	0	0	0	0	0	5135626	0	654112	0	0	0	0	380312	0	438024	566137	541794	399612	32625															
Cote d'Ivoire	Cote d'Ivoire	2018 COP	FY 2019	17494	HAI  coag2015	HHS/CDC	Health Alliance International				Contract	Implementing Mechanism		6662876		6662876	0	6662876	0	608881	0	0	0	0	0	4101808	0	140583	0	0	0	0	779302	0	342077	505173	185052	285442	32625															
